"Serial No","Assamese Sentence","Sentiment"
48945,"টলষ্টয়ে বিশ্বাস কৰিছিল যে এজন সঁচা খ্ৰীষ্টানে গীৰ্জাৰ উপদেশ পালন কৰাতকৈ আত্মশুদ্ধিৰ চেষ্টা কৰি আৰু নিজৰ প্ৰিয়জনৰ উপদেশ মানি চলি অনাবিল আনন্দ পাব পাৰে।","Positive"
42701,"গৰু উদং দিবৰ দিনা বা আগদিনা গৰখীয়াহঁতে বছৰৰ ছমাহলৈ মুকলি হোৱাৰ আনন্দত নদী কাষৰীয়া হাবিবোৰতে মিলি-জুলি ভোগ ৰান্ধী গৰখীয়া সেৱা অনুষ্ঠান পাতিছিল।","Positive"
124,"১১ ফেব্ৰুৱাৰীৰ দিনাখন উত্তৰ পূবৰ গোটেইকেইখন ৰাজ্যৰ মুখ্যমন্ত্ৰীৰ সৈতে গৃহমন্ত্ৰী ৰাজনাথ সিং বিধেয়কখনৰ প্ৰসংগত আলোচনাত মিলিত হোৱাৰ কথা আছিল যদিও সেই সভাখন বাতিল কৰা হয়।","Neutral"
4215,"১৯৭৭ খ্ৰীষ্টাব্দত প্ৰকাশিত অসমৰ লিপি সমস্যা এখন ঐতিহাসিকভাৱে গুৰুত্বপূৰ্ণ গ্ৰন্থ।","Negative"
330,"১৫০৮ চনত ফ্ৰেঞ্চ কবি ইলয় ডি'আমেৰ্ভালে poisson d’avril (এপ্ৰিল ফুল, বা চিধাচিধি ""এপ্ৰিল মাছ"")ৰ কথা লিখিছিল যাক এই দিৱসটোৰ সম্ভৱপৰ উল্লেখ বুলি ভবা হয়।","Neutral"
240,"১৩টা ঐতিহাসিক "" জাতীয় অলিম্পিক সমিতি"" আৰু দলৰ ক'ড বিলাক IOC য়ে এতিয়াও তেওঁলোকৰ ফলফলৰ তথ্যভাণ্ডাৰত ব্যৱহাৰ কৰি আহিছে।","Neutral"
25104,"এই আহিলা সমূহক অধ্যয়নৰ সুবিধাৰ বাবে চাৰিটা ভাগত ভগোৱা হয়।","Positive"
11288,"অৰ্থনৈতিক সমস্যাখিনি বাদ দিলে পৰিচাৰিকা হেলেনৰ সৈতে পৰিয়ালটোক এক বুৰ্জোৱা পৰিয়াল বুলিয়েই কব পাৰি।","Negative"
38926,"কিন্তু দুখৰ বিষয় ত’মে’ গাকুৱেনৰ আয়ুস কাল আছিল অতি চুটি।","Negative"
480,"১৬৫৫ চনত মিৰিসকলে আক্ৰমণ চলাই দুজন আহোম লোকক হত্যা কৰে।","Neutral"
31265,"এই সময়ত ঝুমৰ বাবে হাবি জংঘল কাটি গছ আৰু বাঁহবোৰ শুকাবলৈ দিয়া হয় আৰু স্থানান্তৰিত খেতিয়কসকলৰ আনন্দ উপভোগ কৰাৰ বাবে যথেষ্ট সময় থাকে।","Positive"
439,"১৫শ শতিকাত ভেৰিঅ'লাক ""great pox"" (ছিফিলিছ)-ৰ পৰা পৃথককৈ বুজাবলৈ ""smallpox"" শব্দটো প্ৰথম ব্যৱহাৰ কৰা হৈছিল।","Neutral"
11727,"অৱশ্যে এই আটাইছোৱা সময় কেৱল দুখ দুৰ্গতিৰেই পাৰ হৈছিল বুলি কলে অতিশয়োক্তি কৰা হব।","Negative"
15405,"আনহাতে টাৰবাইনসমূহ যথেষ্ট শক্তিশালী আছিল, যদিও এই সমূহে কম্পনৰ সৃষ্টি কৰি অসুবিধা কৰিছিল।","Positive"
15922,"আবেদনত তেওঁ কৈছিল যে বাবুৰে দুৱাৰৰ ওপৰত এটা শব্দ ""আল্লাহ"" বৰ্ণনা কৰিছিল।","Negative"
49609,"ডাঙৰ হৈ এই শিশুটোৱে হ’ল ইন্দ্ৰজিত, দুখীয়া-নিছলাৰ ত্ৰাণকৰ্তা।","Negative"
283,"১৪৯৩ চনত পিতাকৰ মৃত্যুৰ পাছত চুপিম্‌ফা স্বৰ্গদেউ হিচাপে শিঙৰি ঘৰত উঠে।","Neutral"
528,"১৬৭৬ চনত এণ্টন ভন্‌ লিউৱেনহক-এ (Antonie van Leeuwenhoek) নিজৰ আৱিষ্কৃত অণুবীক্ষণ যন্ত্ৰেৰে অণু-জীৱৰ উপস্থিতি ধৰা পেলাবলৈ সক্ষম হয়।","Neutral"
548,"১৬৯৬ চনত হংচ স্ল'য়ানি নামৰ প্ৰকৃতিবিদ এজনে আভাকাডোৰ নাম ""ইণ্ডেস্ক অৱ জামেইকান প্লান্টত"" পোন প্ৰথম বাৰৰ বাবে উল্লেখ কৰিলে।","Neutral"
19670,"ইয়াৰ অৰ্থ এইটোৱেই আছিল যে চৰকাৰে ধন বিতৰণত নিজৰ ভূমিকা হ্ৰাস কৰিব, আৰু এনে খণ্ডতো প্ৰতিযোগিতা বৃদ্ধি কৰিবলৈ বিদেশী আৰু ব্যক্তিগত প্ৰতিষ্ঠানসমূহক অংশগ্ৰহণৰ সুবিধা দিব, যি ক্ষেত্ৰ পূৰ্বে অতিকৈ চৰকাৰীভাৱে নিয়ন্ত্ৰিত আছিল।","Positive"
99,"১) ১৮৭০ চনৰ জুলাই মাহত ফ্ৰাঞ্চ আৰু প্ৰুচিয়াৰ মাজত যুদ্ধৰ সূত্ৰপাত ঘটিল।","Neutral"
87,"১০ শতিকাৰ ৰত্নপালৰ তামৰ ফলিয়ে স্পষ্ট কৰে যে হাবুং প্ৰাচীন কালৰ পৰাই এক গুৰুত্বপূৰ্ণ অঞ্চল বা প্ৰদেশ আছিল য'ত কামৰূপৰ ৰজা সকলে ব্ৰাহ্মণৰ সংস্থাপন কৰিছিল।","Neutral"
39031,"কিন্তু পৰিবেশ আৰু আইনি জটিলতা তথা প্ৰযুক্তিগত সমস্যাৰ বাবে কাম-কাজ থমকি ৰৈছিল।","Negative"
20392,"ইয়াৰ পৰাই পিছলৈ 'কেলকুলেটৰ' আৰু ক্ৰমে উন্নতি সাধন কৰি কম্পিউটাৰৰ আৱিষ্কাৰ হয়।","Positive"
235,"১৩৯৯ চনৰ পৰা ১৯৫৬ চনলৈ মহীশূৰ আছিল মহীশূৰ ৰাজ্যৰ ৰাজধানী।","Neutral"
290,"১৪৯৮ চনৰ ৩০মে'ত ছখন জাহাজ লৈ স্পেইনৰ পৰা তৃতীয়টো যাত্ৰাত ওলাল।","Neutral"
18911,"ইয়াক এক মধ্যস্তৰীয় ভাষা বুলি জনা যায়, কাৰণ ই উচ্চস্তৰ আৰু নিম্নস্তৰৰ ভাষাৰ সুবিধাৰ এক সংযোজন।","Positive"
41173,"কোনো বিজ্ঞানীৰ পক্ষেই এই ধৰণৰ সুবিধা দলিয়াই পেলোৱাটো সম্ভৱ নহয়।","Positive"
19166,"ইয়াত অনাথ লাওচাক গোলায়ে আমেৰিকাত শিক্ষা গ্ৰহণৰ সুবিধা কৰি দিয়ে।","Positive"
42797,"গৱেষকসকলে বিশ্বাস কৰে যে এই লিঙ্গ অনুপাতৰ ভাৰসাম্যহীনতাৰ কাৰণ হৈছে ছোৱালী শিশুৰ মৃত্যুৰ হাৰ বৃদ্ধি, ছোৱালী জন্মৰ কম প্ৰতিবেদন আৰু লিঙ্গ নিৰ্বাচিত গৰ্ভপাত।","Negative"
27860,"এই দিশত ই হৈছে সামগ্ৰী উৎপাদনৰ বাবে সম্পদৰ প্ৰয়োগ, সমস্যা সমাধান, প্ৰয়োজন পূৰা কৰা বা সন্তুষ্টিৰ বাবে মানৱ জ্ঞানৰ অৱস্থা।","Negative"
129,"১১ বছৰ বয়সত লৰালিকালৰ বন্ধু শিৱমণিৰ সৈতে ৰহমানে বেণ্ড ৰুটছ্ আদিৰ হকে বাদ্যযন্ত্ৰ বজাইছিল।","Neutral"
299,"১৪জন খনিকৰৰ এটা দলে এই ট্ৰ'ফীটো তৈয়াৰ কৰে।","Neutral"
389,"১৫৬৩ চনৰ জুন মাহত চিলাৰায়ে আহোমৰ ৰাজধানী গড়গাঁও দখল কৰে।","Neutral"
491,"১৬৬১ চনৰ ২৮ চেপ্তেম্বৰত তেওঁ মেহেৰ-উন-নিচা বেগমক জন্ম দিয়ে।","Neutral"
617,"১৭৩৯ চনত বদন বৰফুকনে গা ধুবলৈ যাওঁতে ৰূপসিং বঙালে তেওঁক হত্যা কৰিছিল।","Neutral"
298,"১৪খন দেশৰ ২৪১ জন খেলুৱৈয়ে অংশগ্ৰহণ কৰা এই ক্ৰীড়া মহোৎসৱত ৪৩ বিধ প্ৰতিযোগিতা অনুষ্ঠিত হয় ।","Neutral"
600,"১৭১৭ চনত ইংৰাজসকলে সম্ৰাট ফাৰুখ চিয়াৰৰ পৰা বোম্বে মুদ্ৰা নিৰ্মাণশালাত মোগল মুদ্ৰা নিৰ্মাণ কৰাৰ অনুমতি পায়।","Neutral"
558,"১৬ডিচেম্বৰত তেওঁলোক বিশাল মৎস্য নৈ পাৰ হ’ল।","Neutral"
21341,"ইয়াৰ ফলত পূৰ্বৰ ৰজা-মহাৰজা, ৰাজকুমাৰ-ৰাজকুমাৰী, অলৌকিক দৈৱী চৰিত্ৰৰ কল্পনাৰ পৰা লেখকসকলে আঁতৰি আহি বাস্তৱ জগত আৰু বাস্তৱ জীৱনৰ দ্বন্দ্ব আৰু সমস্যাৰ প্ৰতি মনোযোগ দিবলৈ ল'লে।","Negative"
23471,"উৎসৰ প্ৰকাৰৰ ওপৰত নিৰ্ভৰ কৰি দূৰৱৰ্তী সংবেদনক দুটা ভাগত ভাগ কৰিব পাৰি; সক্ৰিয় আৰু নিষ্ক্ৰিয় দূৰৱৰ্তী সংবেদন।","Negative"
40509,"কেন হিল মানসিক চিকিৎসালয়ত তেওঁক পুনৰবাৰ ভৰ্ত্তি কৰিব লগা হোৱাৰ হোৱাৰ পিছত পুতেক অকলশৰীয়া হৈ পৰে আৰু কিছুদিন পিছত চাৰ্লিয়ে দুখীয়াৰ বাবে হানৱেলত থকা চেণ্ট্ৰেল লণ্ডন ডিছট্ৰিক্ট স্কুল(Central London District School)ত নাম লগায়।","Negative"
12606,"অসম বিজ্ঞান লেখক সংস্থাই ইতিমধ্যে ওঠৰখন জনপ্ৰিয় বিজ্ঞান গ্ৰন্থ আৰু দুখন স্মৃতিগ্ৰন্থ প্ৰকাশ কৰিছে।","Negative"
14,"০৪ ছেকেণ্ড) বাবে ৰৈ থকা পৰিঘটনা।","Neutral"
576,"১৬শতিকাৰ শেষভাগত আৰু ১৭শতিকাত পৰ্টুগীজসকলে জাপানী দাসৰ ব্যৱসায়ত জড়িত আছিল।","Neutral"
28699,"এই পাইকসকলে আহোম ৰজ্যখনৰ উন্নতিৰ বাবে সেৱা আগবঢ়াইছিল।","Positive"
19279,"ইয়াত গ্ৰেজুৱেট পাঠ্যক্ৰমৰ পৰা ডক্টৰেট ডিগ্ৰী লাভ কৰিব পৰাকৈ সুবিধা আছে।","Positive"
9809,"অতিসংবেদনশীলতাৰ চাৰিটা প্ৰকাৰৰ ভিতৰত এলাৰ্জীও এটা আৰু ইয়াক মান্যভাৱে Type I hypersensitivity (বা ক্ষিপ্ৰ) অতিসংবেদনশীলতা বুলি কোৱা হয়।","Negative"
12,"০৩% আৰু মুছলমান আছিল ৫০.","Neutral"
33722,"এদিন কাৰ্তীকে জেছীক নিজৰ প্ৰেম নিবেদন কৰি পেলাই, যাৰ ফলত জেছী খঙাত অগ্নিশৰ্ম্মা হৈ একো নোকোৱাকৈ গুচি যায়।","Negative"
7420,"২০১৬ চনত এই দুখনে জিলাৰ মৰ্যাদা পাইছিল।","Negative"
40397,"কেতিয়াও কোনো ক্ষেত্ৰত প্ৰতিবন্ধী,বাধাগ্ৰস্ত আদি শব্দৰ শিকলি পিন্ধি সুবিধা আদায় কৰাৰ ঘোৰ বিৰোধী প্ৰীতমৰ এই আত্মজীৱনীখনত তেওঁৰ শৈশৱৰ পৰা যুৱাৱস্থাৰ কালছোৱা বৰ্ণিত।","Positive"
45890,"চিফিলিছৰ এই শেষ পৰ্য্যায়ৰ ক্ষতিৰ ফলত মাংস পেশীৰ সঞ্চালনত অসুবিধা, অসাৰ ভাব, অৱশতা, লাহে লাহে দৃষ্টি শক্তি কমি যোৱা আৰু স্মৃতি বিভ্ৰমৰ দৰে উপসৰ্গও দেখা যায়।","Positive"
39107,"কিন্তু প্ৰচাৰ আৰম্ভ কৰোঁতেই দেখা দিলে ভাষা সমস্যাই।","Negative"
3147,"১৯৫৫ চনত গুৱাহাটীত হোৱা গণনাট্য সংঘৰ তৃতীয় ৰাজ্যিক সন্মিলনত তেওঁ লক্ষ্মীনাথ বেজবৰুৱাৰ আমি অসমীয়া নহওঁ দুখীয়া গীতটি পৰিৱেশন কৰে।","Negative"
34729,"এমাহ সময় থাকোঁতেই অভিভিতে নিজৰ লক্ষ্য সলনি কৰি খালী ভৰিৰে দৌৰিবৰ বাবে ভৰি দুখনক প্ৰস্তুত কৰিবলৈ আৰম্ভ কৰিছিল।","Negative"
556,"১৬ জুলাইত বিধবা বিবাহ আইনসম্মত হয়।","Neutral"
253,"১৩শ শতিকাত মোগলৰ আক্ৰমণৰ ফলত ছেলজুক ৰাজবংশৰ পতন ঘটে।","Neutral"
34209,"এনেদৰে কাপোৰ ধৰি থকাৰ সুবিধা লৈ আয়তীসকলৰ মাজত এক নিৰ্দোষ ধেমালি কৰাৰ সুযোগো ওলায়।","Positive"
30,"০(শূণ্য)টো প্ৰকৃততে কোনো ধনাত্মক বা ঋণাত্মক সংখ্যা নহয়।","Neutral"
44113,"গ্ৰাম্য পৰ্যটনৰ প্ৰতি ""টুৰিষ্ট""ক আকৰ্ষণ আৰু সুবিধা হোৱাকৈ ""হোম ষ্টে"" স্থাপন কৰিলে থকা মেলাৰ সমস্যা দূৰ কৰিব পাৰে।","Positive"
506,"১৬৬৭ চনৰ ২৭ ডিচেম্বৰত ৰাম সিংহই দিল্লী এৰে আৰু ১৬৬৯ চনৰ ফেব্ৰুৱাৰীত ৰঙামাটিত উপস্থিত হয়।","Neutral"
15546,"আনহাতে বিষাক্ত বনৌষধিৰ প্ৰয়োগ আৰু গুণগত সা-সুবিধাৰ অভাৱ আদি অভিযোগো আয়ুৰ্বেদৰ বিৰূদ্ধে উত্থাপিত হৈছে।","Positive"
23610,"উদাহৰণ স্বৰূপে একেটা সমস্যা সমাধান কৰিবলৈ একাধিক এলগৰিথম থাকিব পাৰে।","Negative"
117,"১১ ছেপ্টেম্বৰত অষ্ট্ৰেলিয়ান নৌ আৰু সামৰিক অভিযান বাহিনী জাৰ্মান নিউ গিনিৰ নিউ পমেৰ্ন দ্বীপ-ত (পাছলৈ নিউ ব্ৰিটেইন) উপস্থিত হয়।","Neutral"
36582,"কাজী নজৰুল ইছলামৰ ঘৰুৱা নাম আছিল ""দুখু মিয়া""।","Negative"
41005,"কোনো কোনো পাঠক ফিলোচফাৰ বুজাত সমস্যাত পৰিব বা ইয়াৰ লগত যাদুক মিলোৱাত ব্যৰ্থ হব বুলি ভাবি স্কলাষ্টিকে আমেৰিকাৰ সংস্কৰনত গ্ৰন্থৰ নাম পৰিবৰ্তন কৰি হেৰী পটাৰ এণ্ড চৰচৰাৰ্চ ষ্ট’ন ৰাখে।","Negative"
49760,"ডিজিটৰ আলোচনীখনৰ বাহিৰেও ইণ্টাৰনেটত পঢ়ুৱৈ আৰু ডিজিটৰ আন সদস্যৰ বাবে কেবাখনো ঊমৈহতীয়া সামাজিক আলোচনা মঞ্চ আছে, য’ত প্ৰযুক্তিবিদ্যা সম্পৰ্কীয় বিষয়বোৰ আলোচনা কৰা হয়, লগতে পঢ়ুৱৈৰ ইলেকট্ৰনিকচ সামগ্ৰীৰ যিকিনো সমস্যাৰ সমাধানো কৰা হয়।","Negative"
3251,"' (১৯৫৭) নামৰ ছবি দুখনে লাভ কৰিছিল 'চাৰ্টিফিকেট অৱ মেৰিট'।","Negative"
5747,"২০০২ চনৰ ছবি 'শত্ৰু ধ্বংস', ২০০৬ চনৰ ছবি 'উথাইলা ঘুংগতা ছান্দ দেখলে' আছিল তাৰে ভিতৰত দুখন।","Negative"
48118,"জাহাজ তিনিখনৰ এখন ডাঙৰ আৰু দুখন সৰু জাহাজ আছিল।","Negative"
593,"১৭০৩ চনত এই দ’ল সজাইছিল।","Neutral"
263,"১৪৪ তকৈ বেচি হোৱা মানে ১ কেবিতকৈ বেচি, কম মানে ১ কেবিতকৈ কম।","Neutral"
509,"১৬৬৭ চনৰ ডিচেম্বৰত আহোমে গুৱাহাটী লোৱাৰ বাৰ্তা পাই ঔৰংজেৱে ৰামসিংহৰ সেনাপতিত্বত ডাঙৰ ফৌজ এটা অসম আক্ৰমণ কৰিবলৈ পঠিয়ায়।","Neutral"
57,"১০৫৪ চনত চীন আৰু আন দেশৰ জ্যোতিৰ্বিদসকলে প্ৰথমে ইয়াক প্ৰতক্ষ্য কৰে।","Neutral"
31616,"এই সুবিধাতে কিছু সেনা গোটাই চন্দ্ৰকান্ত সিংহ‌ই গুৱাহাটী অধিকাৰ কৰে আৰু উজনি অসমৰ ফালে আহে।","Positive"
172,"১২৭৪ চনত জাপান আক্ৰমণ কৰা কুবলাই খানৰ নৌবাহিনী ধ্বংস কৰা সাগৰীয় ধুমুহা বুজাবলৈ এই শব্দ ১২৮১ চনৰ পৰা ব্যৱহাৰ কৰা হৈ আহিছে।","Neutral"
37676,"কিছুমান প্ৰতিবেদনৰ পৰা জনা যায় যে, কৃষ্ণ কুমাৰে ঘৰৰ দামৰ সৈতে ফলৰ গছসমূহৰো দাম লৈছিল।","Negative"
123,"১১ নবেম্বৰ ২০১২ তাৰিখে ""আকাশ ২"" মুকলি কৰি দিয়া হয়, আকাশ ১ৰ তুলনাত আকাশ ২ উন্নত প্ৰচেচৰ, আৰু অধিক ৰেম যুক্ত, আকাশ ২ আই আই টি ৰাজস্থানৰ সহঃযোগত নিৰ্মাণ কৰা হৈছে।","Neutral"
4896,"১৯৯০ চনত য়েমেন আৰৱ গণতন্ত্ৰ (উত্তৰ য়েমেন) আৰু গণপ্ৰজাতন্ত্ৰী য়েমেন (দক্ষিণ য়েমেন) দেশ দুখন একত্ৰিত কৰি য়েমেন প্ৰজাতন্ত্ৰ গঠন কৰা হয়।","Negative"
279,"১৪৯১ চনত ৰাফায়েলৰ আঠ বছৰ বয়সতে মাতৃ মাগিয়া ( Màgia) মৃত্যুমুখত পৰে।","Neutral"
29623,"এইবিলাক সমস্যা বা বিষয় আলোচনা নকৰাৰ বাবে আইনখনক বৈষম্যমূলক হিচাপে সমালোচনা কৰা হৈছে।","Negative"
31182,"এই সময়ছোৱাত কামৰূপ ৰাজ্যত কিছুমান সৰুসুৰা সমস্যাই দেখা দিয়ে।","Negative"
7710,"২০১৯ চনত তেওঁৰ দুখন ছবি স্মিপ কাঙৰ 'ঝুথা কাহি কা' আৰু ইমৰাণ হাছমীৰ সৈতে অভিনয় কৰা 'দা বডী' মুক্তি লাভ কৰিছিল।","Negative"
11347,"অৰ্থাৎ কোনোবা ব্যক্তিক আমি এবাৰ অপকাৰ কৰিলে সেই ব্যক্তিজনে যিমান ভাল হ'লেও সদায় মনৰ মাজত এটা ক্ষোভ ৰাখি থয় আৰু সুবিধা পালে অন্যায় কৰিবলৈ নাপাহৰে।","Positive"
6615,"২০১০ চনত, ৰোলিং ষ্টোনৰ জোডি ৰোছেনে দৃঢ়তাৰে কৈছিল যে তেওঁৰ সংগীতৰ বিষয়বস্তুহৈছে ""কৈশোৰৰ ৰহস্য আৰু বেদনাৰ এক মৃদু পৰিচয় প্ৰদান কৰা: ৰোমাঞ্চেৰে পৰিপূৰ্ণ কিন্তু বিশেষকৈ যৌনতাৰ পৰা মুক্ত""।","Negative"
598,"১৭০ মিলিয়ন আমেৰিকান ডলাৰ ব্যয়েৰে এই প্ৰকল্পটো স্থাপন কৰা হয়।","Neutral"
31414,"এই সমস্যাসমূহে অসমীয়া জাতীয় জীৱনত আনি দিয়া পৰিৱৰ্তনে এক বৌদ্ধিক পটভূমি নিৰ্মাণ কৰি দিছিল।","Negative"
37991,"কিতাপখনৰ সংলাপসমূহ ইটনে এনেকৈ সজাইছে যাতে কিশোৰ পঢ়ুৱৈৰ পঢ়াত সুবিধা হয়।","Positive"
520,"১৬৭০ চনত গুৰু টেগ বাহাদুৰ অসমলৈ আহিছিল।","Neutral"
21441,"ইয়াৰ ফলস্বৰূপে কেইবাটাও মূল সমস্যাই মূৰ দাঙি আছে।","Negative"
47890,"জাতি, বৰ্ণ, ধৰ্ম, ভাষা নিৰ্বিশেষে সকলো ভক্তই উচ্চ-নীচ, ধনী-দুখীয়া আদি বৈষম্যৰ ভাৱ পাহৰি অগণন চাকি বন্তি জ্বলাই শৰাইৰ দ্ৰব্য আবঢ়ায়।","Negative"
39471,"কিন্তু শিশু অৱস্থাৰ পৰাই সকলো কথাৰ প্ৰতি সূক্ষ্মদৃষ্টি সম্পন্ন মাওৱে ছাত্ৰাৱস্থাতে উপলব্ধি কৰে যে পৃথিৱীৰ বৃহত্তম জনগোষ্ঠীটোৰ কৃষক শ্ৰমিক সকলৰ দুখ দৈন্য আঁতৰ কৰাৰ ক্ষেত্ৰত তেওঁৰ বহুতো কৰিবলগীয়া আছে।","Negative"
16000,"আমাৰ বলিকটা ঘৰৰ বেৰ নাই, বতাহ বৰষুণ হ’লে পঢ়াৰ বৰ অসুবিধা হয়, এই কাৰণে চৈয়নিচুকৰ নামঘৰলৈ পঢ়াশালি উঠাই নিয়া হয়।","Positive"
28964,"এই প্ৰতিবেদনক মহিলা আৰু বিকাশৰ পৰিকল্পনা দস্তাবেজত অন্তৰ্ভুক্ত কৰা হৈছিল।","Negative"
544,"১৬৮৮) মোগল সম্ৰাট ঔৰৎজেৱৰ পত্নী আছিল।","Neutral"
45867,"""চিন্তানল"" আৰু ""চিন্তাতৰঙ্গ"" তেখেতৰ দুখন গভীৰ জাতীয় চেতনাৰ উদ্বুদ্ধ কবিতা পুথি।","Negative"
37484,"কিছু পুৰণা পৰ্যালোচনাত কোৱা হৈছিল যে গৰ্ভপাত মানসিক সমস্যাৰ সৈতে যুক্ত আছিল; কিয়নো, তেতিয়া উপযুক্ত নিয়ন্ত্ৰণ ব্যৱস্থা ব্যৱহাৰ কৰে নহৈছিল।","Negative"
31010,"এই সকলোখিনি সুবিধা খান একাডেমীৰ ম'বাইল এপ্লিকেশ্বনটোৰ জৰিয়তেও আহৰণ কৰিব পাৰি।","Positive"
34454,"এনে শিল্পত কৰ্মসংস্থাপনৰদ্বাৰা নিবনুৱা সমস্যা কিছু পৰিমাণ হ’লেও লাঘৱ কৰা সম্ভৱ।","Negative"
36754,"কাভিয়ে ভাৰতীয় দণ্ড বিধি আইনৰ ধাৰা ৩৭৭ আবেদন কৰিবলৈ আৰম্ভ কৰিছিল।","Negative"
49196,"টোকা অনুসৰি (ৰামকৃষ্ণ মিছনৰ স্বামী তপস্যানন্দৰ অনুবাদ) ""ৰাম"" শব্দৰ দুটা অৰ্থ আছে: যোগীসকলে যাৰ লগত ৰমণ (ধ্যান) কৰি আনন্দ পায়, সেই পৰব্ৰহ্ম বা সেই বিষ্ণু যি দশৰথৰ পুত্ৰৰূপে অৱতাৰ গ্ৰহণ কৰিছিল।","Positive"
22128,"ইয়াৰ লগতে বোমা-ফটকা ফুটাই আনন্দ কৰা দেৱালীৰ অন্যতম বৈশিষ্ট্য।","Positive"
15105,"আনন্দ মহিন্দ্ৰাই কয় যে, ""শ্ৰীমতি ভোঁচলে, আপুনি কেৱল এটি কন্যা সন্তান আৰু এটি পৰীক্ষণ-সঁজুলিয়েই আমাক দিয়া নাই।","Positive"
42301,"গণিত আৰু জ্যোতিৰ্বিদ্যা সংক্ৰান্ত আৰ্যভট্টৰ বিভিন্ন কাম মূলতঃ দুখন গ্ৰন্থত সংকলিত হৈছে বুলি জনা গৈছে।","Negative"
40100,"কৃষ্ণইও যশোদাৰ ভয়ত মনে মনে নাথাকি দুখ আৰু অভিমানত কান্দি কান্দি মাকক গালি পাৰি কংস নগৰী মথুৰালৈ পলাই যাব বুলি ভাবুকি দিয়ে আৰু লগতে যশোদাৰ অন্তৰত আঘাত লগা কথা কৈছে -- ""হে মাই, তুহু জনম আণ্ঠুকুৰি ৰহয়ে থিক।","Negative"
32236,"একাংশ বিশেষজ্ঞই মানসিক স্বাস্থ্যকে ধৰি বিভিন্ন মাধ্যমত ডিজিটেল মিডিয়াৰ মধ্যমীয়া ব্যৱহাৰৰ সুফলবোৰ অনুসন্ধান কৰিছে আৰু কেতবোৰ নব্য কাৰিকৰী সমাধানেৰে মানসিক স্বাস্থ্যজনিত সমস্যাৰ চিকিৎসাও বিবেচনা কৰি চাইছে।","Negative"
38349,"কিন্তু এই উন্নতি কোনো সমাজতান্ত্ৰিক দেশ হৈ বজাৰ অৰ্থনীতিৰ প্ৰবক্তা আমেৰিকাৰ মতবিৰোধ আৰম্ভ হয়।","Positive"
37309,"কাহোতে, খাওঁতে বা কথাকওঁতে, নিশ্বস এৰোতে বা বাহিৰৰ পৰা চাপ দিলেও বেদনা বৃদ্ধি হয়।","Negative"
297,"১৪ কোটি টকা বান সাহায্য প্ৰদান কৰে ॥","Neutral"
41751,"খাদ্য সমস্যা সৃষ্টি হোৱাৰো মূল কাৰণ বিদেশী সমস্যা, জনসংখ্যা সমস্যা, বানপানী সমস্যা আদিয়েই প্ৰধান।","Negative"
264,"১৪৫৫ চনত বৰ্তমান দুৰ্গৰ ওচৰত ছাইগ' ত্ছুগিউৰে এটা মাটিৰ দুৰ্গপ্ৰাচীৰ নিৰ্মান কৰে।","Neutral"
490,"১৬৬১ চনত এই অঞ্চলৰ জনসংখ্যা আছিল ১০,০০০; এই জনসংখ্যা ১৬৭৫ চনত বাঢ়ি গৈ হয় ৬০,০০০।","Neutral"
26592,"এই ঘটনাত হেগ্ৰিডে বৰ দুখ পায় আৰু শিক্ষক পদৰ পৰা অব্যাহতি ল'ব খোজে অৱশ্যে ডাম্বলডোৰে তেওঁৰ এই আবেদন নাকচ কৰে।","Negative"
28376,"এই নৃত্য আংগিক আৰু ৰসৰ বিচাৰত নাৰীৰ কামনা, আনন্দ আৰু বিচ্ছেদ সম্বলিত শৃংগাৰ ৰসৰ নাচ।","Positive"
588,"১৬শ শতিকাৰ মাজভাগলৈ অতি বেছি বৰ্ষাৰ প্ৰভাবত ধনশিৰি নৈ ওদালগুৰি নিচেই ওচৰৰে বৈ আছিল যি বৰ্তমান ৰৌতাৰ (১৫ কি.","Neutral"
8208,"৩৫২(১) নং অনুচ্ছেদৰ অধীনত ‘’অভ্যন্তৰীণ সমস্যা (internal disturbance)”-ৰ পৰিপ্ৰেক্ষিতত জৰুৰী অৱস্থা ঘোষণা কৰে।","Negative"
38889,"কিন্তু তেখেতৰ মানুহৰ ঘৃণাৰ বাবে ঘৰ বিচাৰি পোৱাত অসুবিধা হয়।","Positive"
14201,"আটাইতকৈ বেছি প্ৰাদুৰ্ভাৱ থকা মানসিক ৰোগ কেইটা হৈছে বিষাদগ্ৰস্ততা, স্কিজোফ্ৰেনিয়া, মানসিক চাপ জনিত সমস্যা আৰু নিচাযুক্ত দ্ৰব্যৰ ব্যৱহাৰ।","Negative"
466,"১৬৩৮ চনত মোগলবাহিনী উজনিলৈ আগুৱাই আহি অক্টোবৰ মাহত চামধৰাত ৰয়হি।","Neutral"
37591,"কিছুমান ছাৰোগেটে জন্মৰ ঠিক পিছতে শিশুক অধিকাৰ এৰি দিয়াত নেতিবাচক অনুভূতিৰ প্ৰতিবেদন দিয়ে, কিন্তু বেছিভাগ নেতিবাচক অনুভূতি কিছু সময়ৰ পিছত সমাধান আঁতৰি যায়।","Negative"
22006,"ইয়াৰ লগতে তেওঁ দৈনিক ভত্তা, বিনামূলীয়া থকাৰ সুবিধা, চিকিৎসা, ভ্ৰমণ আৰু অন্যান্য সা-সুবিধা লাভ কৰে।","Positive"
