Serial No,Assamese Sentence,Sentiment
3702,অৱস্থা ভেদে ৱিকি এটাৰ সম্পাদনা ক্ষমতা সীমিত কৰি ৰাখিব পাৰি।,Neutral
2461,"২) কলীয়া তুলসীৰ ৰস, মৌজোল আৰু মৰণা আদাৰ ৰস সমপৰিমাণৰ লৈ ৰাতিপুৱা আৰু গধূলি দিনে দুবাৰকৈ কিছুদিন খালে হাঁপানি ৰোগ ভাল হোৱা দেখা যায়।",Positive
1249,১৯৭৫ৰ ১২ জুনত এলাহাবাদ উচ্চ ন্যায়ালয়ে গান্ধীৰ নিৰ্বাচন অবৈধ বুলি ৰায় দিয়ে।,Positive
4822,আবেলি শাকৰ টোপোলা লৈ গীতপদ গাই ঘৰলৈ ঘূৰি সাতখন আঞ্জাৰে ভোজন কৰে।,Positive
3813,"অসম বাণীয়ে লিখিছে ""সামাজিক আৰু পাৰিবাৰিক ক্ষেত্ৰত সাহসী,সংস্কাৰমুক্ত আৰু আপোচহীন দৃষ্টিভংগীৰে একো একোটা জীৱন কিদৰে পুনৰ নতুনকৈ উদযাপন কৰিব পাৰি,এই নতুন মানসতা নিজৰ ৰচনাত প্ৰতিফলিত কৰোৱাসকলৰ ভিতৰত মণিকুন্তলা ভট্টাচাৰ্য অন্যতম ।",Neutral
9730,একে দুৰ্ঘটনাতে আঘাটপ্ৰাপ্ত তেখেতৰ পত্নী ৰুথৰো কেইদিনমান পাছত মৃত্যু হয়।,Negative
3487,অৱধাৰিভাৱেই দুয়ো বন্ধুৱে একেলগে মিলি কাম কৰাৰ সিদ্ধান্ত ললে।,Positive
5375,ইউৰোপীয়ান কাপৰ ইতিহাসৰ প্ৰথমটো গ’ল দিয়ে স্প’ৰ্টিং চি পি দলৰ জোৱাও বেপ্টিষ্টা মাৰ্টিন্সে।,Neutral
4844,আমাৰ স্থিতি আৰু নীতি সমূহৰ বাবেও ই অতিশয় ভাল কথা হৈছে।,Negative
43,১১ শতিকাতে কাশ্মীৰৰ পণ্ডিত সোমদেৱে প্ৰণয়ন কৰা সংস্কৃত কাহিনীগ্ৰন্থ কথাসৰি সাগৰৰ অসমীয়া অনুবাদ ড॰ শাস্ত্ৰীৰ আন এক উল্লেখনীয় অৱদান।,Positive
1674,১৯ শতিকাৰ আৰম্ভণিতে ডাঃ চামুৱেল হ্যানিমেনে ইয়াৰ বৈজ্ঞানিক ভিত্তি আগবঢ়াইছিল।,Neutral
4309,আটাইকেইগৰাকী দেৱীয়ে বিষয়টো জ্যুচৰ আগত উত্থাপন কৰে যদিও জ্যুচে কোনোবা এগৰাকী দেৱীক প্ৰাধান্য দিবলৈ নিবিচাৰি পেৰিছ নামৰ ট্ৰয়ৰ এজন ৰাজকুমাৰৰ হাতত বিচাৰৰ ভাৰ অৰ্পণ কৰে।,Positive
2695,৯ম শতিকাত ম্লেছ বংশৰ পতনৰ পিছত নতুন শাসক ব্ৰহ্মপালে পাল ৰাজবংশ প্ৰতিষ্ঠা কৰে।,Positive
3115,"অনুমান কৰা হৈছে যে এই এণ্টিবডি পৰীক্ষাই প্ৰতি বছৰে কেৱল আমেৰিকা যুক্তৰাষ্ট্ৰত আৰু বহুতো দেশত কমেও ৪০,০০০ নতুন সংক্ৰমণ প্ৰতিৰোধ কৰিছে।",Positive
747,১৯৩৯ চনত প্ৰথম বিভাগত স্নাতক ডিগ্ৰী লয় কানপুৰৰ সনাতন ধৰ্ম মহাবিদ্যালয়ৰ পৰা।,Neutral
9350,"এই সন্মান লাভ কৰা অসমীয়াসকলৰ নাম, অৱদানৰ ক্ষেত্ৰ আৰু বঁটা প্ৰাপ্ত চনৰ তালিকা তলত উল্লেখ কৰা হ'ল।",Positive
701,১৯৩৩ চনৰ ২০ জুলাই তাৰিখে ৰোদ্দম নৰসিম্‌হাৰ জন্ম হৈছিল।,Negative
3710,অৱস্থিত ভাৰতীয় ৰাষ্ট্ৰীয় আইন বিশ্ববিদ্যালয়ৰ পৰা আইন আৰু কলাৰ সংযুক্ত স্নাতক ডিগ্ৰী লাভ কৰে।,Negative
2459,২৯ কোটি টকাত এই শোধনাগাৰটো স্থাপন কৰা হৈছিল।,Negative
2815,Quoted in: অনেক হিন্দুৱে বাৰাণসীৰ শ্মশানঘাটত শেষ নিঃশ্বাস ত্যাগ কৰিব বিচাৰে।,Positive
27698,"সংগঠন (Organisation) বুলিলে কিছুমান বিশেষজ্ঞ বা বিশেষ পাৰদৰ্শিতা থকা লোকক বুজায় যেয়ে ভূমি, শ্ৰম আৰু মুলধন একেলগ কৰি উৎপাদন কাৰ্য্য সম্ভৱ কৰি তোলে আৰু উৎপাদনৰ ক্ষেত্ৰত সম্ভাব্য ক্ষতিৰ দায়িত্ত্ব গ্ৰহণ কৰে।",Negative
1936,২০০৮ চনত ২৯ মিলিয়ন আৰু ২০০৯ চনত ২৬.,Positive
4721,আনহাতে ভক্তিৰস তৰংগিনীত ভাগৱতৰ সাৰতত্ত্ব ৰ বিশ্লেষণ পোৱা যায়।,Negative
277,১৮৪৭ চনৰ মেৰী হোৱিটৰ ইংৰাজী অনুবাদত এজনী ভিক্ষাৰিণীয়ে খাদ্যৰ বিনিময়ত এজনী খেতিয়কৰ গৃহিণীক এটা বাৰ্লিৰ গুটি দিয়ে।,Positive
2513,৩৭ নং ৰাষ্ট্ৰীয় ঘাইপথ এই সাকোৰ ওপৰৰে পাৰ হৈ গৈছে।,Negative
604,১৯২১ চনত লেনিনৰ পৰামৰ্শমতেই তেওঁ অসুখৰ চিকিত্সা কৰাবলৈ বিদেশলৈও যায়।,Positive
132,১৫ৰ পৰা ৩০ কিল’মিটাৰ উচ্চতাত থকা বায়ুমণ্ডলতহে কিছু অজ’ন থাকে ।,Neutral
4411,আদি বিভিন্ন দেশলৈ গৈছিল।,Positive
4327,আঠখেলৰ ৰাইজৰ সংখ্যা আৰু সেৱকীসকলৰ পয়োভৰ দিনক দিনে বৃদ্ধি পাই আহিছিল।,Positive
4406,আদি প্ৰশ্নৰ উত্তৰ সন্ধান কৰিবলৈ চেষ্টা কৰিছে।,Negative
3410,অৰ্থনীতিৰ এটা নিৰ্দিষ্ট সংজ্ঞা দিয়া টান।,Negative
4255,আজান ফকীৰৰ প্ৰায় ১২০ বছৰ বয়সত মৃত্যু হয় বুলি অনুমান কৰা হয়।,Positive
19130,নজৰুলৰ জন্ম আৰু মৃত্যুবাৰ্ষিকী প্ৰতি বছৰে বিশেষভাবে উদযাপিত হয়।,Negative
4969,আৰু অপেছাদাৰী মঞ্চৰ বাবে শতাধিক নাটক ৰচনা কৰা সেৱাব্ৰত বৰুৱাৰ দ্বাৰা ৰচিত ভ্ৰাম্যমাণৰ প্ৰথম নাটকখন হৈছে অপ্সৰা থিয়েটাৰৰ মঞ্চত প্ৰদৰ্শিত হোৱা 'বালিঘৰ'।,Positive
676,১৯৩০ : মহাত্মা গান্ধীৰ নেতৃত্বাধীন আইন অমান্য আন্দোলনত অংশগ্ৰহণ।,Positive
4231,আছিফৰ পৰামৰ্শ মতে মেঘনাৰ কেইজনমান বন্ধুৰ সহযোগত তেওঁলোকে খুৰানাক ঠগি ৩৫ লাখ টকা আদায় কৰে।,Positive
4602,"আন যিকিনহওক, সংকেত বা চিহ্নই স্থিৰ নিৰ্দেশকৰ ভূমিকা সম্পাদন কৰে।",Neutral
3626,অৱশ্যে তেওঁ সাংবাদিক জেৰেমি পেক্সমেনৰ (Jeremy Paxman) সৈতে ২০০৩ চনত হোৱা আন এক টেলিভিচন সাক্ষাৎকাৰত ছদ্মনামেৰে লিখিলেও সংবাদ মাধ্যমে টিলিকতে এই কথাৰ সম্ভেদ উলিয়াব পৰাৰ সম্ভাৱনাৰ কথাও স্বীকাৰ কৰে।,Negative
3368,"অমেৰুদণ্ডী প্ৰাণীৰ ইংৰাজী নাম ""invertebrate"" শব্দটো লেটিন ভাষাৰ vertebra অৰ্থাৎ সাধাৰণতে এটা সন্ধী আৰু কেতিয়াবা মেৰুদণ্ডীৰ ৰাজহাড়ৰ পৰা থকা এটা সন্ধী বুজোৱা শব্দটোৰ পৰা আহৰণ কৰা হৈছে।",Negative
821,১৯৪৭ চনত তেওঁ শ্ৰী অণু বৰুৱাৰ সৈতে বিবাহপাশত আবদ্ধ হয়।,Negative
3329,অভিনয় কৰা এই ছবিত তেওঁ এজন পুৰোহিতৰ ভূমিকাত অভিনয় কৰে।,Negative
1135,১৯৬৮ চনৰ জানুৱাৰী মাহত শঙ্কৰদেৱৰ সমাধি মন্দিৰৰ নিৰ্মাণ কাৰ্য্য সম্পন্ন হয়।,Positive
3010,অত্যন্ত অভাৱ-অনাতনৰ মাজেৰে পাটনায়কে নিজৰ শৈশৱ কাল অতিবাহিত কৰিছিল।,Positive
4340,"আত্ম-হানি বা আত্মঘাতৰ আশংকাযুক্ত ৰোগীক চিকিৎসালয়ত ভৰ্তি কৰাব লগা হয়, আৰু কোনো কোনো ক্ষেত্ৰত এয়া ৰোগীৰ ইচ্ছাৰ বিৰুদ্ধেও হ'ব পাৰে।",Negative
5377,"ই এক কোমল, ৰূপালী-বগা ক্ষাৰধাতু।",Neutral
4841,"আমাৰ ধৰ্মজীৱন, সামাজিক জীৱন, সাহিত্য, সঙ্গীত, আদি সংস্কৃতিৰ ঘাই উপাদানবোৰৰ ওপৰত মহাপুৰুষ শঙ্কৰদেৱৰ প্ৰভাৱ অপৰিসীম।",Negative
4882,আমেৰিকা যুক্তৰাষ্ট্ৰত এই দিনটো কলম্বাছ দিৱস বুলি কোৱা হয়।,Positive
5212,"আলোচনীখন আছিল একাধাৰে শিক্ষামূলক আৰু বিনোদনধৰ্মী, আৰু “সন্দেশ” নামটোতে (শব্দটোৰ দুটা অৰ্থ হয়: “খবৰ” আৰু “মিঠাই”) এই দ্বিত্বতাৰ প্ৰতিফলন ঘটিছে।",Neutral
17723,"তেখেতৰ জন্ম আৰু মৃত্যুৰ দিন ১ জুলাইক ভাৰতত ""চিকিৎসক দিৱস"" ৰূপে পালন কৰা হয়।",Negative
1573,১৯৯৫ চনত কলা শাখাটিও অন্তৰ্ভুক্ত হৈ ১৯৯৭ চনত অসম চৰকাৰৰ তৰফৰ পৰা স্বাধীনতা স্বৰ্ণ জয়ন্তী বিদ্যালয় আৰু ২০০৭ চনত আদৰ্শ বিদ্যালয় হিচাপে স্বীকৃত হয়।,Positive
3016,"অথচ, সেইদৰে সংজ্ঞা লাভ কৰা ফাংচন fৰ জটিল সমতললৈ বিশ্লেষণমূলক ধাৰাবাহিকতা তেতিয়াহে দেখা যায় যেতিয়া পইণ্ট বিলোপ কৰা হয়, আৰু এই কথা একেই নিয়ম এ দিয়ে।",Positive
3055,অধীনত প্ৰশিক্ষণ লাভ কৰিছিল।,Positive
14713,ট্ৰয় নগৰ সম্পূৰ্ণভাৱে নিজৰ আয়ত্তলৈ অনাৰ পিছত নায়ক ওডিচ্যুছে গৃহাভিমুখে আহি থাকোঁতে সম্মুখীন হোৱা দুৰ্যোগপূৰ্ণ সাগৰ যাত্ৰা আৰু তেওঁৰ দুঃসাহসিক কাৰ্যৰ লগতে বাসভূমিত উপস্থিত হৈ সম্মুখীন হোৱা পৰিস্থিতিৰ প্ৰাঞ্জল বৰ্ণনা এই কাব্যত আছে।,Negative
1636,১৯৯৮ চনত মোহন বাগানে আই.,Positive
4589,আনফালে ৱেটলিঙে অভিযোগ আনিলে যে মাৰ্ক্সৰ ধাৰণাসমূহ হৈছে পুথিগত জ্ঞান তথা তত্ত্ব প্ৰসূত; বাস্তৱ-ৰাজনীতিৰ বাবে সিবিলাক বিশেষকৈ সহায়ক নহয়।,Negative
5322,আহোম স্বৰ্গদেউ সকলৰ শাসনকালত ৰাজ্যৰ শুভমুহূৰ্তত ‘ৰংশিঙা’ আৰু অশুভ সময়ত ‘খং শিঙা’ বজাই প্ৰজাক জাননী দিয়াৰ কথা জনা যায়।,Neutral
2447,"২৬ ফেব্ৰুৱাৰী,২০০৫ত তেওঁ ছেইফ আলি খান আৰু ফৰিদা জালালৰ সৈতে ৫০তম ফিল্মফেয়াৰ বঁটা বিতৰণী অনুষ্ঠানত ঘোষিকা হিচাপে অংশগ্ৰহণ কৰে।",Negative
4584,আনফালে এজিদৰ নৰ-পিশাচ সৈন্যবোৰে পৈশাচিক আনন্দত উন্মত্ত হৈ দানবীয় নৃত্যত মগুল।,Neutral
4568,আনটো ফালে ছবিৰ দমটোৰ কাষত ধৰি বেগেৰে এখন এখনকৈ লুটিয়ালে ছবিখনে গতি কৰা দেখা গৈছিল।,Negative
1742,২০০১ চনৰ এক পৰিসংখ্যা অনুসৰি অৰুণাচল প্ৰদেশত প্ৰায় ৫৫০০ জন চিংফৌ লোকে বসবাস কৰে।,Negative
4847,আমি ইয়াৰ ওচৰলৈ কিবা এটা পাবলৈ আগতে আমি কি বিচাৰোঁ তাৰ সঠিক ছবি থাকিব লাগিব।,Negative
667,১৯৩০ চনত তেওঁ চৰকাৰী চাকৰি উস্তাফা দিছিল।,Positive
3218,"অন্য এটা সংজ্ঞাত তেওঁ আকৌ কৈছে, ""উপচি উঠি আপোনা-আপুনি পাৰ বাগৰি যোৱা আৱেগৰ ঢলেই কবিতা।",Negative
4305,আঞ্চলিক ভাষা শিতান শ্ৰেষ্ঠ অসমীয়া ছবিৰ ৰজত কমল বঁটা লাভ কৰিছিল।,Neutral
4652,আনহাতে কেতিয়াবা এই প্ৰজাতিটোৰ আলু ২ মিটাৰ পৰিধিৰ ১০০ পাউণ্ডতকৈ (৪৬ কেজি) বেছি ওজনৰ হোৱা দেখা যায়।,Negative
306,১৮৬২ চনত পুলিচৰ চাকৰি ইস্তফা দি কাকতীৰ কামত সোমায়।,Neutral
2970,অতি নিষ্ঠাৰ সহিত তেওঁ কৰ্তব্য পালন কৰিছিল।,Neutral
1600,১৯৯৬ চনত নেচনেল এণ্ডৱমেণ্ট ফৰ দা হিউমেনিটিছে তেওঁক আমেৰিকাৰ সৰ্বোচ্চ মানৱীকি উপলব্ধি জেফাৰছন বক্তৃতাৰ বাবে বাছনি কৰে।,Positive
3093,"অনিল কুমাৰে লগতে ক'লে যে সত্য সাই বাবাৰ ওপৰত সৰুৰে পৰা তেনে অভিযোগ অনা হৈছে, কিন্তু প্ৰতিটো অভিযোগৰ সৈতে তেওঁ অধিক কীৰ্তিমান হৈছে।",Neutral
3366,অমৃতসৰৰ চেক্ৰেদ হাৰ্ট কনভেন্ট স্কুলত শিক্ষা গ্ৰহণ কৰি থকা সময়ত এখেতে ৰাষ্ট্ৰীয় কেডেট কৰ্পচ (,Neutral
921,১৯৫২ চনত অৱসৰৰ পিছত তেওঁক অধ্যাপক এমিৰিটাছ হিচাপে নিযুক্ত কৰা হয়।,Neutral
1647,১৯৯৯ চনত জ্যোতি চিত্ৰবনত আনুষ্ঠানিক ভাৱে 'জ্যোতি চিত্ৰবন চলচ্চিত্ৰ আৰু দূৰদৰ্শন প্ৰশিক্ষণ প্ৰতিষ্ঠান' বুলি অভিহিত কৰি চলচ্চিত্ৰ আৰু দূৰদৰ্শনৰ সংশ্লিষ্ট বিষয়ৰ শিক্ষা প্ৰদানৰ এক অনুষ্ঠানৰ গঢ় দিয়া হয়।,Neutral
7246,"উপলব্ধ এটাও দৰবে সংক্ৰমণ নোহোৱা কৰিব নোৱাৰে, সেইবোৰে ভাইৰাছৰ বংশ বৃদ্ধি বন্ধ কৰি যকৃতৰ ক্ষতি কমাবহে পাৰে।",Negative
4638,"আনহাতে এই বিষয়ত ষ্ট’নে কয়: ""এইটো কথা জানি এক প্ৰশান্তি পোৱা যায় যে তুমি যি কোৱা তাত কেৱল তোমাৰহে নিয়ন্ত্ৰণ আছে।",Neutral
264,১৮৪১ চনত বৰপেটা অসামৰিক মহকুমা হৈছিল আৰু জন বাটলাৰ ইয়াৰ প্ৰশাসক হৈছিল।,Neutral
13775,চুজান্‌ফাৰ মৃত্যুৰ পাছত ১৪২২ চনত ৰাজপাটত উঠি তেওঁ ১৭ বছৰ ৰাজ্য শাসন কৰে।,Negative
3581,অৱশ্যে ওপৰে ওপৰে চালে অপ্ৰাসংগিক আৰু অলাগতিয়াল যেন লগা প্ৰসংগ কিছুমান সোমাই থকাটো লোকসাংস্কৃতিক কালক্ৰম একোটাৰ স্বাভাৱিক বৈশিষ্ট্য।,Negative
3023,"অদিতিক আকাশৰ দেৱী আৰু পৃথিবী দেৱী উভয় হিচাপে বিবেচনা কৰা হয়, যিটো প্ৰাক ঐতিহাসিক সভ্যতাত ক্ষেত্ৰত খুব বিৰল।",Negative
1259,১৯৭৬ চনত বিবাহ-বিচ্ছেদৰ পিছত তেওঁ কলকাতালৈ উভতি আহে।,Negative
1047,"১৯৬১ চনৰ ১৮ ডিচেম্বৰত, সুঁৰি কেন্দ্ৰীয় ৱাকফ বোৰ্ডেও এখন মছজিদ তৰা স্থান দখল কৰাৰ দাবী আৰু মছজিদ প্ৰাংকাৰৰ পৰা প্ৰতিমা আঁতৰোৱাৰ দাবীত এখন মছজিদ আবেদন কৰে।",Neutral
1583,১৯৯৫ চনত হকে তেওঁৰ গুৰুতৰভাবে অসুস্থ হৈ পৰা মাকক চিকিৎসাৰ বাবে হাস্পাতাললৈ নিবলৈ ঘৰেঘৰে সহায় বিচাৰি ফুৰিছিল।,Negative
1751,২০০২ আৰু ২০০৭ চনৰ (১১৭খন আসন) নিৰ্বাচনত দলক বিজয়ী কৰিবলৈ নেতৃত্ব দি মোদীয়ে গুজৰাটৰ বিধান সভা নিৰ্বাচনত ২০১২ চনত পুনৰ বিজেপিক বিজয়ী কৰে।,Negative
2307,২০১৭ চনত মুক্তি পোৱা ৰাহুল ধোলাকিয়াৰ অপৰাধমূলক চলচ্চিত্ৰ ৰেইজত তেওঁ এজন খলনায়কৰূপে পৰিচিত মানুহৰ চৰিত্ৰ ৰূপায়ণ কৰে।,Neutral
5082,আৰু পৰীক্ষা এটা চলি থকাৰ সময়ত কি কি হৈছিল-সেইবোৰ আমাক দেখুৱাইছিল।,Neutral
738,১৯৩৮ চনত বিহপুৰীয়া সন্মিলিত নাট্যসমাজ নামেৰে দুখন নাট্য সমাজ একত্ৰিত হয়।,Neutral
192,১৭৬১ চনত পশু চিকিৎসা বিজ্ঞান মানৱ চিকিৎসা বিজ্ঞানৰপৰা পৃথককৈ গঢ় লৈ উঠিবলৈ আৰম্ভ কৰে।,Neutral
19504,"নিজ পত্নী আৰু দুই জীয়ৰীক এৰি শ্বেইকছপীয়েৰে ২৩ এপ্ৰিল, ১৬১৬ত মৃত্যুবৰণ কৰে।",Negative
4336,"আতিফ আচলম ( ; জন্মগত নাম মহম্মদ আতিফ আচলম, জন্ম ১২ মাৰ্চ ১৯৮৩) এজন পাকিস্তানী পপ গায়ক আৰু চলচ্চিত্ৰ অভিনেতা।",Positive
3153,অনুষ্ঠিত ৰাষ্ট্ৰীয় ক্ৰীড়া মহোৎসৱত তেওঁ ৯টা সোণৰ পদক লাভ কৰিছিল।,Neutral
3303,অ'বিচি-উৱাইল্ডউইংছ কনজাৰ্ভেছন বঁটা লাভ কৰিছিল।,Neutral
12,১০০০ ৰ পৰা ১১৫০ খ্ৰীষ্টাব্দলৈ ই গোটেই মধ্য প্ৰাচ্য অঞ্চল বিয়পি পৰে।,Neutral
2113,২০১২ চনত আলোচনাবিৰোধী গোটৰ সভাপতিৰ গ্ৰেপ্তাৰ হোৱাৰ পিছত আলোচনাবিৰোধী গোটতো আকৌ ভাগ হৈ আই কে সংবিজিতৰ নেতৃত্বত এটা নতুন গোটৰ সৃষ্টি হয় আৰু এই গোটটোৱে নিজৰ সন্ত্ৰাসমূলক কাৰ্যকলাপ চলাই যায়।,Positive
1082,১৯৬৪ চনৰ ১০ জানুৱাৰীত অসমৰ চাৰিটা চিত্ৰগৃহত ছবিখন মুক্তি দিয়া হৈছিল।,Negative
3961,অসমীয়া ভাষাৰ বিভিন্ন দিশ সামৰি কেইবাখনো গ্ৰন্থ ৰচনা আৰু সম্পাদনা কৰা ভগৱান মৰলে অসমীয়া ভাষাৰ শব্দাৰ্থ তত্ত্ব সম্পৰ্কে গৱেষণা কৰি গুৱাহাটী বিশ্ববিদ্যালয়ৰ পৰা পি এইচ ডি ডিগ্ৰী লাভ কৰে।,Positive
1748,"২০০১ চনৰ লোকপিয়ল মতে, জিলাখনৰ মুঠ জনসংখ্যা ১৯২,৭৯৫ জন।",Negative
2376,২০২০ চনত কানাডাৰ গাণিতিক সমাজে সুজাতা ৰাম'দৰাইকক্ৰেইজাৰ-নেলছন বঁটাৰে(2020 Krieger-Nelson Prize)সন্মানীত কৰাৰ কথা ঘোষণা কৰে।,Neutral
4257,আজিও নামঘৰৰ থাপনাত গামোচা ব্যৱহাৰ কৰা দেখিবলৈ পোৱা যায়।,Neutral
5008,"আৰু এন্ধাৰ, অগ্নি আৰু জল, বহল হৈ যোৱা আৰু ঠেক হৈ যোৱা, য়িন আৰু য়াঙৰ ধাৰণাত চিহ্ন ৰূপে প্ৰকাশিত দ্বৈতৰেই ভৌটিক ৰূপ।",Neutral
3866,অসমৰ বাহিৰত এই শব্দটো প্ৰকৃত অৰ্থতেই ব্যৱহাৰ কৰা হয় যদিও অসমত কিন্তু এটা নিৰ্দিষ্ট ভাষা-বাসী জনগোষ্ঠীৰ মানুহক ঠাট্টা বা উপলুঙা বা নীচ বুলি দেখুৱাবৰ বাবেই ব্যৱহাৰ কৰা হয়।,Negative
2090,২০১১ চনৰপৰা বৰ্তমানলৈকে এ’ডিডাছ কোম্পানীয়ে মোহন বাগানৰ ক্ৰীড়া সামগ্ৰীৰ যোগান ধৰোঁতা হিচাপে কাম কৰি আছে।,Negative
5206,আলী তেওঁৰ স্বামী চাইমন টৰেঞ্চ (এজন ব্যৱস্থাপনা পৰামৰ্শক)ৰ সৈতে দক্ষিণ লণ্ডনত বসবাস কৰে ।,Neutral
11612,কিন্তু তেওঁৰ মৃত্যুৰ লগে লগে চাৰিওফালৰ পৰিবেশটোও এলাগি হৈ পৰে।,Negative
1553,"১৯৯৪ চনত এপিৰিলিয়া দলৰ হৈ ৰ’ছিয়ে ১২৫চিচি শাখাত খেলাৰ সুবিধা পায়, এপিৰিলিয়াৰ হৈ ১৯৯৪ৰ ইটালীয়ান চেম্পিয়নশ্বিপ, আৰু ১৯৯৫ চনত ইউৰোপিয়ান আৰু ইটালীয়ান চেম্পিয়নশ্বিপত অংশগ্ৰহণ কৰে।",Negative
2151,"২০১২ চনৰ ৩ এপ্ৰিলত লুইনে Princeton Review ৰ এক সমীক্ষাত ""The Best 300"" ত স্থান লাভ কৰিবলৈ সক্ষম হয়।",Neutral
1783,২০০৩ চনত তেওঁৰ প্ৰথমখন গল্প সংকলন 'নিষাদ গান্ধাৰ' প্ৰকাশ হয়।,Positive
4007,"অসুবিধা হয় মূলতঃ আৰ্লেছৰ পৰা লেখা চিঠিবোৰৰ তাৰিখ নিৰ্ণয় কৰা, যদিও এইটো জনাজাত যে সেই মুহূৰ্ত্তত ভেন গঘে ডাট্চ, ফ্ৰেন্স আৰু ইংৰাজী ভাষাত প্ৰায় ২০০খন চিঠি তেওঁৰ বন্ধুবৰ্গক লেখিছিল।",Negative
2491,৩) ১৯৫৩ চনত কটন কলেজৰ পৰা ইণ্টাৰমিডিয়েট বিজ্ঞান শাখাত(ISC) উচ্চতৰ মাধ্যমিক চূড়ান্ত পৰীক্ষাত উত্তীৰ্ণ।,Positive
620,১৯২৩ খ্ৰীষ্টাব্দৰ ৭ জানুৱাৰীত নজৰুলে বিচাৰাধীন বন্দী হিচাবে আত্মপক্ষ সমৰ্থন কৰি এক জবানবন্দী প্ৰদান কৰ।,Negative
5110,আৰু ভালকৈ যত্ন ল’লে ই বহু বছৰ জীয়াই থাকে।,Neutral
3854,"অসমৰ নেতাসকলেও এই আন্দোলনত যোগ দিয়ে, আৰু নবীন চন্দ্ৰ বৰদলৈ তৃত্বীয় বাৰৰ বাবে বন্দী হ'বলগীয়া হয়।",Negative
2306,২০১৭ চনত বাংলাদেশ চৰকাৰে মেহাৰী ইউনিয়নক ভিক্ষাৰী-মুক্ত ঘোষণা কৰিছিল।,Negative
2074,"২০১১ চনত মুক্তি পায় “ভানম” (তামিল), যি আছিল চিত্ৰসমালোচকৰ দ্বাৰা প্ৰসংশিত তেলুগু ছবি “ভেডম”ৰ পুনৰনিৰ্মাণ।",Positive
4955,আৰু ২০০০ চনত কথা বঁটা লাভ কৰে।,Negative
13012,গুলি লাগি বহুকেইজন মুছলমান লোকৰ মৃত্যু ঘটিল।,Negative
10151,এনে অৱস্থাত অংগৰ ক্ষতি ৰোধ কৰিবলৈ সোনকালে ৰক্তচাপ কমাব লাগে।,Negative
1798,২০০৩ চনৰ হিচাপ অনুযায়ী মাত্ৰ ২৬% লোকহে চহৰত বাস কৰে।,Positive
2299,২০১৭ চনত জীৱন চৰ্চা আলোচনী এফ ডব্লিউ ডিৰ প্ৰচ্ছদত অমৃতাৰ ছবি প্ৰকাশ হৈছিল।,Positive
4655,আনহাতে কোনো ঠাইত নিশা সকলো শুই থকা অৱস্থাত পুতনাই কৃষ্ণক হৰণ কৰি নিয়া বুলিও উল্লেখ পোৱা যায়।,Negative
637,১৯২৬ চনত ৰাধাকান্ত সন্দিকৈয়ে তেওঁৰ পুত্ৰ চন্দ্ৰকান্ত সন্দিকৈৰ স্মৃতিত এই ভৱনটো দান বৰঙণি হিচাপে আগবঢ়াইছিল।,Positive
1544,১৯৯৩ চনত তেখেতৰ উপন্যাস In Custodyৰ অভিযোজনাৰে একে নামৰ এখন ইংৰাজী চলচ্চিত্ৰ নিৰ্মাণ কৰা হয়।,Negative
3967,"""অসমীয়া ভাষা,সাহিত্য আৰু সংস্কৃতিৰ সৰ্বাংগীণ উন্নতি কৰাই এই সভাৰ ঘাই উদ্দেশ্য, লগতে অসমৰ থলুৱা ভাষা-সংস্কৃতিৰ উন্নয়নৰ বাবে কাম কৰাও সভাৰ অন্যতম উদ্দেশ্য হ’ব।",Positive
1221,১৯৭৩ চনত ৰাজ্যখনৰ নাম কৰ্ণাটকলৈ সলনি হয়।,Neutral
4769,"আন্তঃৰাষ্ট্ৰীয় পৰ্য্যায়ৰ পাঠ্যক্ৰম, পাঠদান আদিৰ বাবে এই বিশ্ববিদ্যালয়ে এচিয়াৰ ভিতৰতে এখন উন্নত বিশ্ববিদ্যালয় হিচাবে জনাজাত হৈছে।",Negative
754,১৯৪০ আৰু ১৯৫০ৰ দশকত বহু ধৰ্মমূলক ছবিত তেওঁ অভিনয় কৰিছিল।,Positive
22188,"বছৰেকীয়া বানপানী আৰু মাত্ৰধিক বৰষুণ বন্য জীৱৰ মৃত্যুৰ এটা বৃহৎ কাৰণ, লগতে সংৰক্ষণৰ কাঠামোৰো ই ক্ষতিসাধন কৰে।",Negative
242,১৮২৮ চনত বৰগোলা স্থাপন কৰিছিল মাইচিং ৰায় মেঘৰাজ বাহাদুৰ।,Negative
5051,আৰু তিনিওটা মাধ্যমৰ বিকাশ প্ৰযুক্তিবিদ্যাৰ বিকাশৰ লগত জড়িত।,Neutral
27927,সত্ৰাধিকাৰ পদ্মপাণিদেৱৰ মৃত্যুৰ পাছত ডেকা অধিকাৰ হৈছিল।,Negative
5047,আৰু তাৰ লগতে শংকৰদেৱ গুৰুজনাই ক্ৰমিকভাৱে কৃষ্ণলীলা চমুকৈ উল্লেখ কৰিছে।,Neutral
1857,"২০০৫ চনৰ পৰা ২০০৮ চনলৈকে তেখেতে ""এছিয়ান এইজ""ত এটা জনপ্ৰিয় বিজ্ঞান স্তম্ভ লিখিছিল।",Neutral
790,১৯৪৪ত সত্য সাই বাবাৰ ভক্তসকলৰ বাবে পুত্তপৰ্থিৰ ওচৰত এটা মন্দিৰ নিৰ্মাণ কৰা হ'ল।,Positive
